94 4.455044 6.500000 -2.269930
95 4.045106 6.500000 -2.938897
96 3.535569 6.500000 -3.535499
97 2.938982 6.500000 -4.045045
98 2.270040 6.500000 -4.454988
99 1.545231 6.500000 -4.755235
100 0.782485 6.500000 -4.938392
101 0.022376 -6.500000 4.999950
102 0.782485 -6.500000 4.938392
103 1.545232 -6.500000 4.755235
104 2.270040 -6.500000 4.454988
105 2.938982 -6.500000 4.045044
106 3.535569 -6.500000 3.535498
107 4.045106 -6.500000 2.938897
108 4.455044 -6.500000 2.269930
109 4.755288 -6.500000 1.545069
110 4.938443 -6.500000 0.782164
111 5.000000 -6.500000 -0.000000
112 4.938443 -6.500000 -0.782165
113 4.755288 -6.500000 -1.545070
114 4.455044 -6.500000 -2.269930
115 4.045106 -6.500000 -2.938897
116 3.535569 -6.500000 -3.535499
117 2.938982 -6.500000 -4.045045
118 2.270040 -6.500000 -4.454988
119 1.545231 -6.500000 -4.755235
120 0.782485 -6.500000 -4.938392
121 0.022376 6.500000 -4.999950
122 -0.371101 6.500000 -4.986209
123 -0.762276 6.500000 -4.941552
124 -1.148724 6.500000 -4.866254
125 -1.528050 6.500000 -4.760784
126 -1.897902 6.500000 -4.625794
127 -2.255985 6.500000 -4.462122
128 -2.600081 6.500000 -4.270782
129 -2.928054 6.500000 -4.052962
130 -3.237873 6.500000 -3.810010
131 -3.527614 6.500000 -3.543436
132 -3.795483 6.500000 -3.254890
133 -4.039818 6.500000 -2.946162
134 -4.259104 6.500000 -2.619167
135 -4.451982 6.500000 -2.275931
136 -4.617254 6.500000 -1.918584
137 -4.753898 6.500000 -1.549340
138 -4.861065 6.500000 -1.170490
139 -4.938091 6.500000 -0.784382
140 -4.984499 6.500000 -0.393410
141 -5.000000 6.500000 0.000000
142 -4.984499 6.500000 0.393412
143 -4.938091 6.500000 0.784383
144 -4.861065 6.500000 1.170491
145 -4.753898 6.500000 1.549341
146 -4.617254 6.500000 1.918585
147 -4.451981 6.500000 2.275933
148 -4.259103 6.500000 2.619168
149 -4.039817 6.500000 2.946163
150 -3.795482 6.500000 3.254891
151 -3.527613 6.500000 3.543437
152 -3.237871 6.500000 3.810012
153 -2.928053 6.500000 4.052962
154 -2.600080 6.500000 4.270782
155 -2.255985 6.500000 4.462121
156 -1.897900 6.500000 4.625794
157 -1.528049 6.500000 4.760784
158 -1.148723 6.500000 4.866255
159 -0.762275 6.500000 4.941552
160 -0.371100 6.500000 4.986209
161 0.022376 -6.500000 -4.999950
162 -0.371101 -6.500000 -4.986209
163 -0.762276 -6.500000 -4.941552
164 -1.148724 -6.500000 -4.866254
165 -1.528050 -6.500000 -4.760784
166 -1.897902 -6.500000 -4.625794
167 -2.255985 -6.500000 -4.462122
168 -2.600081 -6.500000 -4.270782
169 -2.928054 -6.500000 -4.052962
170 -3.237873 -6.500000 -3.810010
171 -3.527614 -6.500000 -3.543436
172 -3.795483 -6.500000 -3.254890
173 -4.039818 -6.500000 -2.946162
174 -4.259104 -6.500000 -2.619167
175 -4.451982 -6.500000 -2.275931
176 -4.617254 -6.500000 -1.918584
177 -4.753898 -6.500000 -1.549340
178 -4.861065 -6.500000 -1.170490
179 -4.938091 -6.500000 -0.784382
180 -4.984499 -6.500000 -0.393410
181 -5.000000 -6.500000 0.000000
182 -4.984499 -6.500000 0.393412
183 -4.938091 -6.500000 0.784383
184 -4.861065 -6.500000 1.170491
185 -4.753898 -6.500000 1.549341
186 -4.617254 -6.500000 1.918585
187 -4.451981 -6.500000 2.275933
188 -4.259103 -6.500000 2.619168
189 -4.039817 -6.500000 2.946163
190 -3.795482 -6.500000 3.254891
191 -3.527613 -6.500000 3.543437
192 -3.237871 -6.500000 3.810012
193 -2.928053 -6.500000 4.052962
194 -2.600080 -6.500000 4.270782
195 -2.255985 -6.500000 4.462121
196 -1.897900 -6.500000 4.625794
197 -1.528049 -6.500000 4.760784
198 -1.148723 -6.500000 4.866255
199 -0.762275 -6.500000 4.941552
200 -0.371100 -6.500000 4.986209

Faces:
 1 2 42 41.
 2 3 43 42.
 3 4 44 43.
 4 5 45 44.
 5 6 46 45.
 6 7 47 46.
 7 8 48 47.
 8 9 49 48.
 9 10 50 49.
 10 11 51 50.
 11 12 52 51.
 12 13 53 52.
 13 14 54 53.
 14 15 55 54.
 15 16 56 55.
 16 17 57 56.
 17 18 58 57.
 18 19 59 58.
 19 20 60 59.
 20 21 61 60.
 21 22 62 61.
 22 23 63 62.
 23 24 64 63.
 24 25 65 64.
 25 26 66 65.
 26 27 67 66.
 27 28 68 67.
 28 29 69 68.
 29 30 70 69.
 30 31 71 70.
 31 32 72 71.
 32 33 73 72.
 33 34 74 73.
 34 35 75 74.
 35 36 76 75.
 36 37 77 76.
 37 38 78 77.
 38 39 79 78.
 39 40 80 79.
 40 1 41 80.
 41 42 82 81.
 42 43 83 82.
 43 44 84 83.
 44 45 85 84.
 45 46 86 85.
 46 47 87 86.
 47 48 88 87.
 48 49 89 88.
 49 50 90 89.
 50 51 91 90.
 51 52 92 91.
 52 53 93 92.
 53 54 94 93.
 54 55 95 94.
 55 56 96 95.
 56 57 97 96.
 57 58 98 97.
 58 59 99 98.
 59 60 100 99.
 60 61 121 100.
 62 120 161 61.
 63 119 120 62.
 64 118 119 63.
 65 117 118 64.
 66 116 117 65.
 67 115 116 66.
 68 114 115 67.
 69 113 114 68.
 70 112 113 69.
 71 111 112 70.
 72 110 111 71.
 73 109 110 72.
 74 108 109 73.
 75 107 108 74.
 76 106 107 75.
 77 105 106 76.
 78 104 105 77.
 79 103 104 78.
 80 102 103 79.
 41 101 102 80.
 122 121 61 161 162.
 123 122 162 163.
 124 123 163 164.
 125 124 164 165.
 126 125 165 166.
 127 126 166 167.
 128 127 167 168.
 129 128 168 169.
 130 129 169 170.
 131 130 170 171.
 132 131 171 172.
 133 132 172 173.
 134 133 173 174.
 135 134 174 175.
 136 135 175 176.
 137 136 176 177.
 138 137 177 178.
 139 138 178 179.
 140 139 179 180.
 141 140 180 181.
 142 141 181 182.
 143 142 182 183.
 144 143 183 184.
 145 144 184 185.
 146 145 185 186.
 147 146 186 187.
 148 147 187 188.
 149 148 188 189.
 150 149 189 190.
 151 150 190 191.
 152 151 191 192.
 153 152 192 193.
 154 153 193 194.
 155 154 194 195.
 156 155 195 196.
 157 156 196 197.
 158 157 197 198.
 159 158 198 199.
 160 159 199 200.
 81 160 200 101 41.
 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1.
 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160.
 120 119 118 117 116 115 114 113 112 111 110 109 108 107 106 105 104 103 102 101 200 199 198 197 196 195 194 193 192 191 190 189 188 187 186 185 184 183 182 181 180 179 178 177 176 175 174 173 172 171 170 169 168 167 166 165 164 163 162 161.
